video_id,creator_id,upload_date,category,duration_seconds,days_since_upload,view_count,like_count,comment_count,share_count,has_music,has_text_overlay,has_effects,has_voiceover,is_vertical,video_quality,trending_score,avg_watch_time_seconds,retention_rate,engagement_rate,hashtag_count,description_length,top_country,is_monetized,language
video_0001088,creator_01321,2025-05-07T03:50:21.996Z,Motivation,45,99,1026,65,4,4,true,true,true,true,true,1080p,0.44,20,0.444,0.071,7,190,GB,true,it
video_0001089,creator_01759,2025-07-21T23:19:09.623Z,Music,40,23,50742,2288,298,318,false,true,true,true,true,1080p,0.315,35,0.875,0.057,4,131,JP,true,ja
video_0001090,creator_01782,2025-03-12T00:40:56.999Z,Dance,60,155,111769,6163,2087,733,true,false,true,true,true,1080p,0.093,29,0.483,0.08,3,146,ZA,true,de
video_0001091,creator_01043,2025-06-03T07:17:38.668Z,Pets,15,72,6200,236,138,9,true,false,true,true,true,1080p,0.701,12,0.8,0.062,6,159,TH,true,bn
video_0001092,creator_03005,2025-04-28T22:54:38.203Z,Travel,40,107,1227,115,25,1,true,false,true,false,true,1080p,0.805,34,0.85,0.115,4,138,BD,true,sv
video_0001093,creator_03860,2025-05-01T23:09:37.424Z,DIY,35,104,137671,5644,582,400,true,true,true,true,true,1080p,0.559,22,0.629,0.048,5,179,DE,true,th
video_0001094,creator_01972,2025-06-05T13:43:09.857Z,Pets,50,70,1478,135,5,5,true,true,true,false,true,1080p,0.677,41,0.82,0.098,9,134,JP,true,hi
video_0001095,creator_04160,2025-05-21T21:02:07.959Z,Music,25,85,32866,1442,302,217,true,true,true,false,true,720p,0.667,19,0.76,0.06,5,87,PH,false,ar
video_0001096,creator_04711,2025-06-04T01:56:08.763Z,Education,20,71,40657,1554,458,188,true,true,true,false,true,1080p,0.763,14,0.7,0.054,8,212,PK,true,tr
video_0001097,creator_00822,2025-03-03T03:13:38.326Z,Comedy,45,164,48124,3161,788,150,true,true,true,false,false,1080p,0.637,38,0.844,0.085,3,238,ZA,false,sv
video_0001098,creator_01622,2025-06-29T06:03:45.870Z,DIY,55,46,1291,27,14,8,true,true,true,false,true,1080p,0.266,24,0.436,0.038,6,172,IN,false,th
video_0001099,creator_04916,2025-07-09T05:30:15.539Z,Sports,40,36,19015,1349,405,164,true,false,false,false,true,1080p,0.474,30,0.75,0.101,4,146,NG,true,id
video_0001100,creator_03956,2025-06-17T11:08:16.511Z,Science,35,58,1004,48,19,6,true,true,false,true,true,720p,0.029,15,0.429,0.073,8,226,JP,true,fr
video_0001101,creator_03228,2025-03-24T14:47:26.795Z,Kids,20,143,3553,290,29,9,true,false,true,false,true,1080p,0.26,9,0.45,0.092,8,153,PH,true,ko
video_0001102,creator_00557,2025-03-26T18:14:12.069Z,Comedy,25,141,3130,258,51,6,true,false,true,true,true,1080p,0.343,15,0.6,0.101,9,99,TR,true,ru
video_0001103,creator_03614,2025-05-31T11:27:30.604Z,Dance,40,75,1001,70,3,6,true,true,true,false,true,720p,0.96,18,0.45,0.079,4,227,TR,true,ja
video_0001104,creator_02859,2025-05-12T02:54:53.921Z,Gaming,60,94,5560,224,119,32,true,false,true,true,true,1080p,0.019,51,0.85,0.067,4,238,ZA,true,ru
video_0001105,creator_01388,2025-04-21T04:54:05.484Z,Dance,20,115,1122,70,18,2,true,true,true,false,true,1080p,0.995,11,0.55,0.08,2,149,GB,false,ja
video_0001106,creator_02980,2025-05-19T12:02:26.444Z,Science,25,87,4293,316,51,30,true,true,true,false,true,1080p,0.803,9,0.36,0.092,3,190,BR,true,ko
video_0001107,creator_01707,2025-04-26T09:35:55.993Z,Sports,25,110,153666,9954,2943,1508,true,true,true,false,true,1080p,0.116,9,0.36,0.094,4,245,IR,true,fr
video_0001108,creator_01458,2025-06-25T09:40:41.287Z,Beauty,25,50,1013,52,17,2,true,true,true,false,true,1080p,0.122,19,0.76,0.07,4,157,BD,true,tr
video_0001109,creator_04173,2025-07-04T07:50:22.877Z,Pets,40,41,3458,334,64,21,true,true,true,true,true,1080p,0.883,21,0.525,0.121,6,84,ID,true,hi
video_0001110,creator_02227,2025-07-11T12:50:40.212Z,Lifestyle,45,34,26505,2198,326,81,true,true,true,false,true,1080p,0.085,35,0.778,0.098,2,133,ZA,false,en
video_0001111,creator_01182,2025-03-09T14:24:01.423Z,Kids,55,158,1321,114,29,11,true,false,true,false,true,1080p,0.84,20,0.364,0.117,5,110,BR,false,sv
video_0001112,creator_03425,2025-06-13T19:26:15.981Z,Art,15,62,2470,189,46,17,true,false,true,false,true,720p,0.063,9,0.6,0.102,9,186,NG,false,pl
video_0001113,creator_03503,2025-07-28T10:36:53.064Z,DIY,50,17,1189,74,8,7,true,true,false,false,true,1080p,0.219,21,0.42,0.075,2,121,BD,false,zh
video_0001114,creator_04210,2025-05-04T15:49:29.886Z,Food,35,102,1052,74,10,3,true,false,true,true,true,1080p,0.463,19,0.543,0.083,9,157,JP,true,pl
video_0001115,creator_01838,2025-05-03T03:10:17.272Z,Kids,55,103,1442,97,10,14,false,true,false,false,false,1080p,0.754,21,0.382,0.084,7,167,MX,false,vi
video_0001116,creator_04026,2025-05-29T13:35:11.226Z,Music,50,77,38150,1396,394,185,true,false,false,true,true,1080p,0.453,34,0.68,0.052,6,171,DE,true,es
video_0001117,creator_03326,2025-06-05T05:57:55.415Z,Art,40,70,1001,60,14,5,true,false,true,false,true,1080p,0.539,33,0.825,0.079,6,193,PK,true,pt
video_0001118,creator_02336,2025-04-05T11:14:31.863Z,Travel,60,131,1389,120,31,2,true,true,true,true,true,1080p,0.082,33,0.55,0.11,7,226,TH,true,tr
video_0001119,creator_01769,2025-05-18T05:50:51.488Z,Lifestyle,45,88,1032,79,4,1,true,true,true,true,true,1080p,0.072,25,0.556,0.081,7,202,VN,true,pl
video_0001120,creator_01475,2025-06-11T20:50:24.891Z,Technology,35,64,1001,49,5,6,true,true,true,false,true,720p,0.815,30,0.857,0.06,8,171,BD,false,es
video_0001121,creator_00813,2025-07-01T16:08:10.343Z,Kids,40,44,33794,681,382,247,true,true,false,true,true,1080p,0.812,14,0.35,0.039,5,119,TR,false,ru
video_0001122,creator_04700,2025-03-06T12:15:09.863Z,Gaming,40,161,3297,238,57,28,true,true,true,true,true,1080p,0.382,22,0.55,0.098,7,125,VN,true,hi
video_0001123,creator_02087,2025-05-05T16:29:52.838Z,Gaming,25,101,1380,50,27,13,true,true,true,false,true,1080p,0.039,21,0.84,0.065,2,130,ZA,true,ja
video_0001124,creator_01215,2025-02-22T14:15:38.316Z,Lifestyle,35,173,1741,109,36,17,false,true,true,true,true,1080p,0.749,23,0.657,0.093,8,182,IR,true,pt
video_0001125,creator_01120,2025-07-23T23:45:06.323Z,Beauty,40,21,1014,24,20,7,true,false,true,true,true,1080p,0.468,12,0.3,0.05,9,77,BR,false,ar
video_0001126,creator_04161,2025-06-01T22:17:46.827Z,Motivation,40,73,1163,86,26,4,true,true,true,false,true,1080p,0.081,28,0.7,0.1,6,193,DE,true,ru
video_0001127,creator_00567,2025-04-20T22:54:29.680Z,Music,25,115,1059,103,5,9,true,true,false,true,true,1080p,0.473,21,0.84,0.11,7,196,PK,false,vi
video_0001128,creator_02302,2025-06-13T04:53:58.071Z,Education,30,62,1003,45,17,1,true,false,false,true,false,1080p,0.914,10,0.333,0.063,6,203,KR,true,zh
video_0001129,creator_04579,2025-07-01T18:57:05.517Z,Travel,45,44,1003,51,17,1,true,false,true,false,false,1080p,0.289,22,0.489,0.069,4,189,VN,false,de
video_0001130,creator_03064,2025-05-02T08:58:20.354Z,Comedy,55,104,1034,76,23,1,false,true,true,true,false,720p,0.271,32,0.582,0.097,7,82,BD,true,zh
video_0001131,creator_03217,2025-07-16T10:36:23.232Z,Lifestyle,55,29,1036,64,5,8,true,false,false,false,true,720p,0.611,29,0.527,0.074,6,88,ZA,true,pl
video_0001132,creator_03037,2025-05-22T05:18:17.265Z,Food,60,84,1021,30,20,1,true,false,false,false,true,1080p,0.317,34,0.567,0.05,4,94,TR,true,fr
video_0001133,creator_01698,2025-03-09T16:09:24.544Z,Gaming,50,158,101124,6791,1361,996,true,true,true,true,true,1080p,0.972,34,0.68,0.09,6,63,IT,true,de
video_0001134,creator_00555,2025-04-30T11:49:49.738Z,Science,55,106,106531,4580,1641,1102,true,true,true,false,true,1080p,0.346,31,0.564,0.069,5,248,ID,true,pl
video_0001135,creator_03193,2025-06-11T04:01:45.084Z,Gaming,55,64,8142,743,93,43,false,true,true,false,true,1080p,0.898,33,0.6,0.108,3,236,TR,false,id
video_0001136,creator_00690,2025-03-14T07:39:43.207Z,Science,40,153,17854,416,264,192,true,false,true,true,true,1080p,0.9,27,0.675,0.049,5,93,NG,true,ar
video_0001137,creator_01799,2025-08-14T20:16:14.310Z,Art,50,0,1001,59,5,1,false,true,false,false,true,720p,0.419,18,0.36,0.065,5,123,IT,true,tr
video_0001138,creator_01089,2025-02-26T02:09:57.568Z,Technology,35,169,1029,34,17,4,true,false,true,true,true,720p,0.499,13,0.371,0.053,4,105,NG,true,tr
video_0001139,creator_00067,2025-07-12T19:25:12.829Z,Dance,15,33,1001,20,4,3,true,false,true,true,true,1080p,0.586,11,0.733,0.027,3,140,FR,true,pl
video_0001140,creator_02378,2025-04-06T07:05:38.065Z,Lifestyle,50,130,1235,121,24,11,true,false,true,false,true,720p,0.767,20,0.4,0.126,2,143,PH,true,en
video_0001141,creator_00063,2025-02-24T13:54:56.320Z,Art,60,171,61016,5732,1273,233,true,true,false,false,true,1080p,0.214,24,0.4,0.119,9,228,MX,false,pl
video_0001142,creator_04753,2025-03-11T13:37:44.345Z,Technology,35,156,1089,65,9,11,true,true,true,false,true,720p,0.183,10,0.286,0.078,8,139,TH,false,ar
video_0001143,creator_03890,2025-07-20T05:26:53.700Z,News,60,25,1250,121,21,8,true,false,false,false,true,1080p,0.686,49,0.817,0.12,7,219,IN,true,hi
video_0001144,creator_00832,2025-02-26T17:12:24.427Z,Sports,25,169,1006,78,5,7,true,true,false,true,true,1080p,0.171,11,0.44,0.089,8,136,PH,true,ja
video_0001145,creator_04458,2025-05-06T04:34:31.603Z,Sports,15,100,6642,268,56,54,true,false,true,false,true,1080p,0.667,9,0.6,0.057,3,90,MX,true,tr
video_0001146,creator_01830,2025-07-25T15:01:53.079Z,Gaming,25,20,1008,91,19,10,true,true,true,false,false,720p,0.887,14,0.56,0.119,3,201,VN,true,bn
video_0001147,creator_01222,2025-08-03T03:09:15.652Z,Motivation,15,11,1001,21,8,10,true,false,true,false,true,1080p,0.578,8,0.533,0.039,2,238,MX,true,id
video_0001148,creator_02093,2025-02-26T17:04:15.426Z,Travel,60,169,1066,58,9,10,true,true,true,false,true,1080p,0.681,39,0.65,0.072,8,61,BR,true,it
video_0001149,creator_04396,2025-04-13T23:35:41.378Z,Education,30,122,116486,7964,549,695,false,false,true,false,true,720p,0.491,15,0.5,0.079,7,227,IN,true,pl
video_0001150,creator_04671,2025-07-19T19:43:28.269Z,Science,35,26,99706,5109,1860,557,true,true,true,false,true,720p,0.877,17,0.486,0.075,3,53,KR,true,ko
video_0001151,creator_02829,2025-02-27T13:17:40.588Z,DIY,35,168,17608,943,375,58,true,true,false,true,true,720p,0.334,21,0.6,0.078,6,161,DE,true,nl
video_0001152,creator_02776,2025-03-16T20:27:41.537Z,Art,55,151,1002,35,3,7,true,true,true,true,true,1080p,0.028,47,0.855,0.045,7,195,NG,true,de
video_0001153,creator_04073,2025-06-16T03:08:17.220Z,Music,50,59,1009,81,21,8,true,true,true,true,true,1080p,0.58,31,0.62,0.109,7,157,US,true,pt
video_0001154,creator_02428,2025-05-03T05:21:08.284Z,Pets,25,103,3401,272,22,15,true,false,true,false,true,1080p,0.164,18,0.72,0.091,8,149,JP,true,fr
video_0001155,creator_04587,2025-03-01T08:10:29.971Z,Music,30,166,1012,24,18,9,true,false,true,true,false,1080p,0.64,10,0.333,0.05,8,170,BR,true,pt
video_0001156,creator_03676,2025-05-19T16:09:13.125Z,Lifestyle,50,87,7859,374,159,86,true,false,true,true,false,720p,0.609,41,0.82,0.079,8,168,BD,true,th
video_0001157,creator_02814,2025-07-15T10:03:11.497Z,Gaming,40,30,1069,51,15,9,true,true,true,false,true,720p,0.748,25,0.625,0.07,7,212,MX,true,ja
video_0001158,creator_00437,2025-02-18T12:41:18.721Z,Kids,15,177,28202,2130,388,292,true,true,false,false,true,1080p,0.163,6,0.4,0.1,2,236,NG,true,pl
video_0001159,creator_02798,2025-08-06T03:42:16.046Z,Dance,60,8,9349,391,61,35,true,true,true,false,true,1080p,0.167,18,0.3,0.052,7,83,IT,true,th
video_0001160,creator_03637,2025-06-06T00:36:09.575Z,Art,40,69,1609,122,9,11,true,true,true,true,true,720p,0.632,22,0.55,0.088,6,222,IN,false,pl
video_0001161,creator_04192,2025-06-07T02:35:23.070Z,Fashion,35,68,53277,3046,1005,198,true,true,true,true,true,720p,0.796,23,0.657,0.08,2,238,JP,true,ko
video_0001162,creator_04574,2025-05-06T17:30:02.611Z,Art,20,100,9492,651,153,91,true,true,false,true,true,1080p,0.119,13,0.65,0.094,2,234,MX,true,es
video_0001163,creator_04523,2025-03-15T19:54:43.939Z,Sports,50,152,1257,78,24,5,true,true,false,false,true,1080p,0.977,18,0.36,0.085,9,69,GB,true,zh
video_0001164,creator_03788,2025-06-27T22:40:21.117Z,Comedy,30,47,43786,4327,926,282,true,true,true,false,true,720p,0.499,14,0.467,0.126,3,54,DE,false,ar
video_0001165,creator_03218,2025-02-20T03:04:33.098Z,Sports,35,175,1990,65,36,13,true,false,true,false,true,1080p,0.661,27,0.771,0.057,6,106,TH,true,hi
video_0001166,creator_02142,2025-05-26T06:24:45.924Z,Gaming,40,80,1235,54,18,1,true,true,true,true,true,1080p,0.798,15,0.375,0.059,5,181,DE,true,hi
video_0001167,creator_04896,2025-05-14T21:42:15.407Z,Pets,15,92,16835,617,207,118,false,true,true,true,true,1080p,0.691,5,0.333,0.056,6,78,FR,true,vi
video_0001168,creator_01983,2025-06-30T19:17:32.040Z,Fitness,20,45,16554,435,263,53,true,true,true,true,true,1080p,0.445,14,0.7,0.045,2,104,MX,true,ja
video_0001169,creator_04129,2025-05-07T05:32:02.294Z,News,15,99,9566,323,164,68,true,false,true,false,false,1080p,0.044,12,0.8,0.058,3,165,DE,true,ko
video_0001170,creator_04168,2025-04-26T14:40:45.686Z,Fitness,55,110,1001,89,3,2,true,true,true,false,true,720p,0.681,40,0.727,0.094,4,179,IT,false,pl
video_0001171,creator_04774,2025-04-06T23:06:40.699Z,Motivation,20,129,35669,1183,781,313,true,true,true,true,true,1080p,0.223,16,0.8,0.064,5,173,KR,true,de
video_0001172,creator_02647,2025-05-22T06:21:02.326Z,Dance,40,84,1007,52,21,8,true,true,true,false,true,1080p,0.139,25,0.625,0.08,2,210,TR,true,tr
video_0001173,creator_00733,2025-05-07T09:14:37.623Z,DIY,60,99,12100,449,81,58,true,false,true,false,true,1080p,0.259,32,0.533,0.049,5,117,BR,true,ar
video_0001174,creator_01394,2025-05-02T02:12:12.876Z,Kids,25,104,1014,35,21,3,true,true,true,true,true,1080p,0.369,13,0.52,0.058,6,144,NG,true,fr
video_0001175,creator_03733,2025-05-23T00:34:56.608Z,Kids,40,83,1082,76,16,5,true,true,true,true,true,1080p,0.493,26,0.65,0.09,4,117,US,true,ja
video_0001176,creator_00756,2025-04-19T21:15:52.833Z,Music,45,117,1098,22,4,10,false,true,true,false,false,1080p,0.552,16,0.356,0.033,5,167,PH,true,pl
video_0001177,creator_04171,2025-07-18T01:14:27.049Z,Food,25,27,122933,10058,1543,373,true,true,false,false,true,1080p,0.483,21,0.84,0.097,7,220,BD,true,de
video_0001178,creator_04966,2025-06-30T20:16:07.752Z,News,40,45,1003,69,9,4,false,true,false,false,true,720p,0.798,21,0.525,0.082,3,147,FR,true,nl
video_0001179,creator_04547,2025-08-10T20:39:01.064Z,Travel,15,4,2927,85,52,6,true,true,true,true,true,720p,0.216,6,0.4,0.049,9,218,MX,true,nl
video_0001180,creator_04005,2025-06-01T05:48:05.614Z,Travel,55,74,8156,687,160,40,true,false,true,true,true,720p,0.008,32,0.582,0.109,9,216,US,false,ar
video_0001181,creator_04262,2025-05-29T15:26:43.677Z,Art,25,77,128808,9269,1654,197,true,true,true,true,true,1080p,0.476,11,0.44,0.086,7,153,FR,false,ko
video_0001182,creator_03217,2025-06-08T07:41:13.987Z,Motivation,35,67,144583,4034,1247,277,true,false,true,false,true,1080p,0.311,24,0.686,0.038,5,129,FR,true,bn
video_0001183,creator_02284,2025-07-26T00:34:41.230Z,Travel,40,19,2649,100,27,22,true,true,false,true,true,1080p,0.956,33,0.825,0.056,4,172,PK,true,id
video_0001184,creator_03581,2025-08-01T09:47:12.191Z,Pets,15,13,120232,5352,1429,241,true,true,true,false,false,1080p,0.745,12,0.8,0.058,9,77,BR,false,ja
video_0001185,creator_01810,2025-08-01T12:18:57.961Z,Fitness,50,13,1001,25,3,2,true,true,true,false,true,1080p,0.984,31,0.62,0.03,6,237,US,false,pl
video_0001186,creator_02893,2025-04-30T10:46:35.530Z,Music,25,106,1004,25,17,5,false,true,true,false,true,1080p,0.511,12,0.48,0.047,5,152,PK,true,fr
video_0001187,creator_02641,2025-05-06T14:06:02.252Z,Motivation,45,100,1204,109,14,2,true,false,true,false,true,1080p,0.767,24,0.533,0.104,8,231,BR,true,th
video_0001188,creator_00307,2025-05-20T17:00:01.806Z,Pets,50,86,2331,178,28,3,true,false,true,false,true,1080p,0.855,42,0.84,0.09,8,180,TH,false,nl
video_0001189,creator_00045,2025-04-16T08:43:27.502Z,Comedy,20,120,1253,33,4,9,true,true,true,false,true,720p,0.226,17,0.85,0.037,5,203,FR,true,de
video_0001190,creator_03724,2025-05-08T22:50:45.907Z,News,30,97,4171,321,87,24,true,true,true,false,true,1080p,0.861,19,0.633,0.104,4,238,NG,true,pt
video_0001191,creator_02517,2025-02-21T06:15:56.229Z,Science,25,174,1001,92,18,1,true,true,true,true,true,1080p,0.121,16,0.64,0.111,7,228,US,true,pt
video_0001192,creator_01314,2025-03-25T06:39:06.049Z,Dance,25,142,24772,1435,116,244,true,true,true,false,true,1080p,0.228,10,0.4,0.072,2,77,TH,true,es
video_0001193,creator_02372,2025-03-10T08:23:34.060Z,Pets,60,157,12146,632,211,22,true,true,true,false,true,1080p,0.402,43,0.717,0.071,7,130,PH,true,sv
video_0001194,creator_03955,2025-06-21T19:50:09.394Z,Technology,55,54,5915,368,131,41,true,true,true,false,true,1080p,0.402,43,0.782,0.091,3,104,BR,false,es
video_0001195,creator_01570,2025-07-11T21:29:09.812Z,Science,25,34,30448,1826,520,271,true,true,true,true,true,720p,0.747,16,0.64,0.086,7,214,DE,true,fr
video_0001196,creator_04371,2025-06-23T06:01:29.171Z,Technology,20,52,1017,100,16,9,true,false,true,false,true,1080p,0.11,12,0.6,0.123,7,51,US,true,tr
video_0001197,creator_01494,2025-03-23T16:56:49.823Z,Kids,20,144,65650,1591,609,162,true,false,true,true,true,1080p,0.972,17,0.85,0.036,5,248,US,true,fr
video_0001198,creator_02368,2025-03-04T18:47:42.773Z,Kids,45,163,1002,36,17,10,true,false,true,true,true,720p,0.313,22,0.489,0.063,5,107,PH,true,pt
video_0001199,creator_03609,2025-02-21T16:13:38.806Z,Science,40,174,1039,45,13,1,true,true,true,true,true,1080p,0.49,18,0.45,0.057,3,121,KR,true,en
video_0001200,creator_00227,2025-07-06T01:45:03.756Z,Sports,20,39,1013,77,6,2,true,true,false,false,true,1080p,0.218,7,0.35,0.084,2,156,US,true,ko
video_0001201,creator_04887,2025-05-27T01:14:14.025Z,News,30,79,19349,571,355,60,true,false,true,true,true,1080p,0.336,18,0.6,0.051,4,186,ZA,false,ar
video_0001202,creator_00868,2025-05-07T04:15:43.869Z,Pets,25,99,3095,166,41,17,true,false,true,true,true,1080p,0.116,7,0.28,0.072,6,223,PK,true,en
video_0001203,creator_01924,2025-07-18T23:35:07.889Z,Fitness,15,26,1007,64,18,7,true,true,true,false,true,720p,0.048,5,0.333,0.088,2,67,NG,true,id
video_0001204,creator_02923,2025-04-24T10:20:34.548Z,Technology,20,112,1393,106,17,3,true,false,true,false,true,1080p,0.336,17,0.85,0.09,4,66,IT,true,es
video_0001205,creator_00281,2025-08-05T14:22:28.470Z,Technology,20,9,4332,318,82,17,true,false,false,false,true,1080p,0.015,17,0.85,0.096,5,208,TR,false,sv
video_0001206,creator_01902,2025-08-02T03:24:06.375Z,Fitness,55,12,62905,1851,1416,252,true,true,false,false,true,1080p,0.847,49,0.891,0.056,6,154,MX,true,th
video_0001207,creator_03958,2025-04-13T21:56:00.012Z,Comedy,25,123,1165,107,9,1,true,false,true,false,true,720p,0.397,13,0.52,0.1,4,68,IN,true,sv
video_0001208,creator_01716,2025-07-08T14:36:48.884Z,News,30,37,39818,3310,827,421,true,true,true,true,true,1080p,0.72,21,0.7,0.114,2,53,PH,true,sv
video_0001209,creator_02132,2025-05-24T11:48:35.890Z,Art,35,82,2118,98,39,4,true,true,false,false,true,720p,0.28,14,0.4,0.067,8,233,TH,true,hi
video_0001210,creator_03526,2025-05-05T01:09:12.520Z,Lifestyle,35,101,10421,927,150,87,true,false,true,true,true,1080p,0.334,11,0.314,0.112,2,68,TR,true,it
video_0001211,creator_00792,2025-03-26T01:52:37.797Z,Lifestyle,30,141,1070,50,13,3,true,false,true,true,true,720p,0.151,26,0.867,0.062,9,185,US,false,es
video_0001212,creator_02916,2025-04-07T16:09:03.132Z,Art,50,129,1775,51,27,11,true,false,true,true,true,720p,0.658,17,0.34,0.05,8,58,TR,false,ja
video_0001213,creator_04204,2025-03-24T04:03:22.468Z,Lifestyle,55,143,1465,102,5,3,true,true,true,false,true,720p,0.853,23,0.418,0.075,9,130,KR,false,id
video_0001214,creator_00991,2025-03-27T15:01:45.548Z,Pets,25,140,1142,90,26,5,true,true,true,true,true,720p,0.3,19,0.76,0.106,7,190,ID,true,vi
video_0001215,creator_02418,2025-06-02T03:54:13.849Z,News,60,73,1007,76,19,7,true,true,true,false,true,1080p,0.831,39,0.65,0.101,3,129,KR,true,fr
video_0001216,creator_02116,2025-06-04T08:56:52.370Z,Lifestyle,55,71,1005,39,6,7,true,true,false,false,true,1080p,0.681,17,0.309,0.052,6,108,MX,true,zh
video_0001217,creator_04861,2025-04-01T21:49:03.186Z,Sports,45,135,1001,22,19,8,true,false,false,false,true,1080p,0.944,38,0.844,0.049,8,96,ID,false,pl
video_0001218,creator_02692,2025-03-30T17:07:23.008Z,DIY,40,137,1004,22,22,6,true,true,true,false,false,1080p,0.049,32,0.8,0.05,3,173,TH,true,vi
video_0001219,creator_01834,2025-03-24T16:50:42.762Z,Motivation,55,143,1753,107,16,5,true,true,false,false,true,720p,0.295,20,0.364,0.073,6,105,KR,true,en
video_0001220,creator_00773,2025-07-23T03:47:21.276Z,Gaming,15,22,15108,1037,185,95,true,false,true,false,true,1080p,0.196,6,0.4,0.087,3,71,BR,false,zh
video_0001221,creator_00160,2025-08-09T19:16:53.595Z,Beauty,25,5,1016,35,20,2,true,true,false,true,true,1080p,0.724,11,0.44,0.056,8,163,MX,false,th
video_0001222,creator_02587,2025-04-22T02:12:46.741Z,Science,15,114,1369,37,5,5,true,true,false,false,true,1080p,0.044,5,0.333,0.034,6,119,IR,true,bn
video_0001223,creator_00017,2025-05-02T00:02:54.984Z,Science,20,104,45849,3824,337,494,true,false,true,false,true,720p,0.027,16,0.8,0.102,5,56,US,false,bn
video_0001224,creator_01667,2025-07-02T04:15:21.459Z,Comedy,15,43,1326,118,30,6,true,true,false,false,true,1080p,0.886,9,0.6,0.116,3,80,PK,true,pt
video_0001225,creator_01494,2025-04-21T10:24:20.151Z,Music,15,115,1129,55,11,8,true,false,true,true,true,1080p,0.253,7,0.467,0.066,5,243,PH,false,tr
video_0001226,creator_02293,2025-06-26T15:04:09.152Z,Science,30,49,1257,117,17,8,true,true,true,false,false,1080p,0.538,24,0.8,0.113,6,242,BD,true,vi
video_0001227,creator_04438,2025-08-12T21:23:28.860Z,Dance,50,2,1196,96,23,10,false,true,true,true,true,1080p,0.735,44,0.88,0.108,6,101,JP,true,pt
video_0001228,creator_02990,2025-03-08T22:10:43.293Z,Gaming,35,158,1007,39,19,3,true,true,false,false,true,1080p,0.455,19,0.543,0.061,9,139,BD,false,es
video_0001229,creator_02449,2025-03-22T11:20:37.044Z,Kids,15,145,1260,84,28,1,true,false,false,false,true,720p,0.549,8,0.533,0.09,7,76,GB,true,fr
video_0001230,creator_02064,2025-05-28T01:57:35.734Z,Motivation,55,78,2183,205,9,4,false,true,true,true,true,1080p,0.588,37,0.673,0.1,9,117,IR,true,ko
video_0001231,creator_02803,2025-06-19T03:30:34.042Z,DIY,15,56,1010,63,13,5,true,true,true,false,true,720p,0.701,7,0.467,0.08,7,171,ZA,true,pt
video_0001232,creator_04954,2025-02-25T03:45:16.698Z,Music,25,170,1052,23,13,3,true,true,true,false,true,1080p,0.813,13,0.52,0.037,7,50,BR,true,pt
video_0001233,creator_00879,2025-05-31T06:25:08.723Z,Motivation,50,75,1400,51,30,4,true,true,true,false,true,1080p,0.274,16,0.32,0.061,3,248,ZA,false,hi
video_0001234,creator_04123,2025-06-12T17:04:05.847Z,Sports,50,63,20859,778,150,109,true,true,true,true,true,1080p,0.451,37,0.74,0.05,8,139,JP,true,pt
video_0001235,creator_00075,2025-03-12T04:52:40.438Z,Education,20,155,19036,524,370,26,true,false,false,false,true,1080p,0.959,16,0.8,0.048,9,202,TH,true,pt
video_0001236,creator_01549,2025-06-21T22:19:32.957Z,Fashion,35,53,1001,23,3,4,true,true,true,false,true,1080p,0.143,20,0.571,0.03,4,240,DE,false,en
video_0001237,creator_02790,2025-03-20T13:26:59.246Z,Science,20,147,1023,25,20,7,true,false,true,true,true,720p,0.506,7,0.35,0.051,3,241,PH,true,nl
video_0001238,creator_01007,2025-07-01T19:27:03.419Z,Gaming,20,44,1274,67,9,13,true,false,true,false,true,1080p,0.226,12,0.6,0.07,7,119,ZA,true,id
video_0001239,creator_03113,2025-04-25T19:09:47.949Z,Fashion,30,111,16191,1531,193,104,true,true,true,false,true,1080p,0.831,13,0.433,0.113,2,176,TH,true,bn
video_0001240,creator_00643,2025-04-17T12:27:35.012Z,News,45,119,1075,49,18,6,true,false,false,false,true,720p,0.06,33,0.733,0.068,9,113,MX,false,zh
video_0001241,creator_02450,2025-08-04T07:45:36.786Z,Dance,60,10,5292,438,105,36,true,true,true,false,true,1080p,0.143,50,0.833,0.109,4,185,NG,false,tr
video_0001242,creator_03839,2025-03-18T04:32:16.954Z,Travel,35,149,86815,7735,657,782,true,false,true,false,true,1080p,0.403,11,0.314,0.106,7,173,ID,true,id
video_0001243,creator_02287,2025-03-31T08:09:13.904Z,Motivation,35,136,1041,66,13,9,true,true,false,true,true,720p,0.407,22,0.629,0.085,2,115,IR,true,es
video_0001244,creator_04868,2025-07-08T06:33:56.498Z,Sports,15,37,1032,96,11,5,true,true,true,false,true,720p,0.442,5,0.333,0.109,7,179,BD,false,tr
video_0001245,creator_02046,2025-03-08T15:56:17.235Z,Food,35,159,2278,166,17,9,true,true,true,false,true,1080p,0.8,15,0.429,0.084,6,188,ID,true,de
video_0001246,creator_00869,2025-02-15T23:54:23.624Z,Comedy,45,179,16482,1474,304,104,false,false,true,true,true,720p,0.18,19,0.422,0.114,2,99,MX,true,de
video_0001247,creator_02439,2025-04-24T19:59:57.625Z,Pets,25,112,34116,2996,568,227,false,true,false,true,true,1080p,0.294,16,0.64,0.111,9,234,JP,false,sv
video_0001248,creator_04105,2025-04-15T01:54:51.829Z,Dance,15,121,1083,27,24,7,true,true,true,true,true,1080p,0.56,12,0.8,0.054,6,188,TH,true,fr
