user_id,registration_date,age,gender,country,language,account_age_days,subscriber_count,subscription_count,total_watch_time_minutes,total_video_views,total_likes_given,total_shares_given,total_comments_given,preferred_categories,avg_session_length_minutes,is_premium,primary_device,primary_platform,last_active
user_002179,2023-11-25T04:21:39.281Z,46,F,VN,sv,628,251,475,1253,6610,1278,81,266,Fitness;Food;Lifestyle;Science,16,false,desktop,android,2025-08-08T00:53:09.576Z
user_002180,2025-05-18T04:32:35.252Z,48,O,IR,th,88,671,473,7432,3762,194,218,82,Comedy;Sports;DIY;Music;Beauty,11,false,mobile,web,2025-08-14T06:58:10.201Z
user_002181,2023-04-08T18:57:22.053Z,44,M,FR,ja,859,942,239,4235,2421,126,108,132,Lifestyle;Science;Motivation,6,false,desktop,android,2025-08-13T03:59:55.718Z
user_002182,2024-09-09T04:07:37.545Z,46,F,BR,es,339,897,440,5112,2493,446,56,113,Pets;Beauty;Food;News,13,false,desktop,web,2025-08-11T17:05:59.799Z
user_002183,2025-07-10T05:58:35.698Z,45,F,KR,sv,35,751,455,6652,7713,742,264,228,DIY;Art,5,false,tablet,ios,2025-08-09T16:36:09.100Z
user_002184,2022-11-26T06:48:23.357Z,30,F,IT,th,992,173,13,15965,3066,277,142,271,Motivation;DIY;Travel;Food,8,false,tablet,web,2025-08-10T02:55:46.711Z
user_002185,2022-08-12T07:08:21.792Z,49,M,IR,ru,1098,428,34,8116,965,119,57,91,Dance;Art,6,false,tablet,web,2025-08-14T20:10:44.485Z
user_002186,2023-12-19T05:45:23.093Z,39,M,TR,nl,604,1284,212,2263,8103,720,143,760,Kids;Food;Sports;Dance;Beauty,10,true,mobile,android,2025-08-13T01:04:26.716Z
user_002187,2024-01-31T15:53:43.233Z,16,O,DE,es,561,978,310,6387,3748,648,128,305,Beauty;Kids;Art;Fitness,16,false,desktop,ios,2025-08-13T21:23:20.014Z
user_002188,2024-04-08T22:39:09.765Z,28,O,NG,zh,492,1073,352,3595,3582,330,79,342,Science;Comedy,18,false,tablet,web,2025-08-11T21:44:42.178Z
user_002189,2023-11-05T13:17:00.812Z,45,M,JP,tr,648,980,225,7059,3402,367,136,78,Lifestyle;Food;Fitness,23,false,tablet,android,2025-08-13T12:44:45.653Z
user_002190,2024-12-04T06:02:18.427Z,31,O,PH,en,253,74,99,8637,2367,429,66,165,Gaming;Music;Kids,5,false,tablet,web,2025-08-09T18:53:00.648Z
user_002191,2023-01-28T00:43:37.639Z,29,O,PK,en,929,232,16,15060,5600,303,196,440,Beauty;DIY,7,false,tablet,ios,2025-08-10T12:20:52.830Z
user_002192,2023-12-04T08:23:36.310Z,41,M,IT,pl,619,235,436,5181,7743,422,383,353,News;Gaming;Comedy;Pets,12,false,mobile,android,2025-08-11T05:19:39.920Z
user_002193,2022-05-17T10:26:47.562Z,44,F,VN,bn,1185,1947,492,13695,4261,698,137,155,Motivation;Comedy;News;Kids,7,false,desktop,web,2025-08-10T22:56:37.957Z
user_002194,2025-01-23T17:31:00.073Z,48,O,BD,en,203,3189,30,3391,8455,1617,102,366,Dance;DIY;Sports,19,false,desktop,ios,2025-08-09T17:09:01.232Z
user_002195,2024-01-09T22:21:13.248Z,21,O,IT,nl,582,213,474,4383,2770,169,111,153,Technology;Gaming;Travel;Music;Beauty,6,true,mobile,web,2025-08-11T15:44:05.297Z
user_002196,2025-03-27T02:37:30.886Z,36,M,US,pl,140,415,74,8869,3852,465,150,251,Comedy;Pets;Food;Beauty;DIY,18,false,tablet,web,2025-08-08T13:09:24.449Z
user_002197,2022-06-01T14:36:53.945Z,18,F,US,pl,1170,1967,236,5490,3228,431,88,120,Food;Technology;Dance,18,false,mobile,ios,2025-08-09T01:57:47.521Z
user_002198,2024-03-14T20:56:21.809Z,23,F,IN,sv,518,2043,128,10640,7965,893,212,462,Motivation;Education;Kids;Food;Comedy,21,false,mobile,android,2025-08-13T01:46:47.725Z
user_002199,2024-05-24T01:56:09.409Z,19,O,ID,sv,447,480,45,8390,3448,373,161,325,Food;Comedy;Art,9,false,desktop,web,2025-08-09T01:52:05.815Z
user_002200,2024-09-11T19:03:12.173Z,30,O,TH,en,337,971,390,5595,6874,1327,158,250,Music;Lifestyle,19,false,mobile,android,2025-08-14T04:46:10.461Z
user_002201,2025-02-26T15:50:33.878Z,28,O,ID,pt,169,491,451,14828,7465,843,217,565,Music;Beauty;Travel;Art,23,false,desktop,ios,2025-08-14T03:04:42.228Z
user_002202,2024-02-01T21:17:16.560Z,37,M,JP,es,560,270,206,8640,1965,378,34,114,Comedy;Fitness;Dance;Pets;Music,10,false,tablet,android,2025-08-13T12:57:53.033Z
user_002203,2022-09-06T19:13:49.857Z,24,F,DE,es,1073,1433,273,14267,6585,692,261,621,Comedy;News;DIY;Dance;Lifestyle,11,false,desktop,web,2025-08-08T12:45:41.285Z
user_002204,2024-01-18T02:17:32.961Z,34,F,IN,de,574,781,492,12950,5346,926,115,439,Sports;Science;Art;Technology;Travel,14,false,mobile,web,2025-08-08T16:05:33.976Z
user_002205,2025-03-24T13:39:13.946Z,43,F,VN,es,143,668,70,3738,3266,560,45,78,Travel;Music;DIY,15,true,desktop,web,2025-08-14T13:10:37.461Z
user_002206,2023-10-02T23:59:35.114Z,42,M,NG,de,681,1362,314,10583,7028,784,307,272,Fitness;Food;Art;Fashion;DIY,18,false,tablet,web,2025-08-11T12:49:08.075Z
user_002207,2022-12-03T08:10:59.444Z,32,O,ID,th,985,727,475,9444,1965,140,105,106,Sports;Comedy;Education;Fitness,13,false,tablet,android,2025-08-12T23:27:41.433Z
user_002208,2020-10-23T23:58:01.176Z,49,M,PH,sv,1755,845,406,2681,3817,606,55,228,Comedy;Pets;Dance;Education;Kids,10,false,mobile,android,2025-08-10T23:49:59.657Z
user_002209,2023-12-13T11:49:04.414Z,48,M,NG,it,610,571,58,11399,5601,461,316,133,Sports;Food;Dance;News;Kids,22,false,tablet,web,2025-08-11T16:55:43.373Z
user_002210,2022-03-28T05:14:02.659Z,41,M,TH,ko,1235,906,449,2823,1700,127,32,157,Science;Lifestyle;Fitness,17,false,mobile,android,2025-08-14T20:29:48.711Z
user_002211,2021-04-04T19:09:53.796Z,36,M,VN,en,1593,435,113,14131,612,80,14,56,Education;Music;Lifestyle;Gaming,22,false,tablet,web,2025-08-11T05:36:05.534Z
user_002212,2023-09-17T06:36:39.106Z,43,O,JP,ko,697,1103,63,5784,5675,748,177,382,Fashion;Kids;Comedy;Education,11,true,mobile,ios,2025-08-10T08:29:55.228Z
user_002213,2025-03-22T15:16:30.749Z,41,M,IR,es,145,1389,440,15239,4529,800,153,221,Gaming;Travel;Lifestyle,20,false,desktop,web,2025-08-12T10:25:02.097Z
user_002214,2022-05-14T22:20:31.537Z,29,M,JP,it,1187,628,382,15079,5149,662,123,130,Comedy;Science,5,true,desktop,ios,2025-08-12T08:00:45.239Z
user_002215,2020-10-20T23:58:47.606Z,18,F,ID,fr,1758,1040,74,14384,5292,796,316,161,Gaming;Fitness;Comedy;Technology;Pets,8,false,desktop,android,2025-08-10T02:28:23.826Z
user_002216,2020-11-27T05:05:46.060Z,19,O,BR,fr,1721,180,479,9670,8154,896,330,717,Sports;Beauty;Comedy;Art;Dance,24,false,desktop,android,2025-08-11T05:52:13.636Z
user_002217,2023-09-25T11:48:33.404Z,29,O,PK,ru,689,319,110,13600,7984,1239,464,308,Comedy;Beauty;DIY,23,false,tablet,web,2025-08-12T09:12:58.152Z
user_002218,2023-06-16T18:03:26.575Z,16,O,VN,sv,790,2566,436,13084,3427,603,112,212,Technology;Comedy;Science,13,false,desktop,web,2025-08-08T06:09:41.239Z
user_002219,2024-05-05T13:36:43.898Z,37,M,ZA,ru,466,276,117,6772,2955,289,52,268,Gaming;Art;Music;News,22,false,mobile,android,2025-08-11T01:49:02.088Z
user_002220,2022-06-17T05:56:10.508Z,28,F,JP,zh,1154,2528,85,14302,2910,202,128,173,Art;Sports;Kids;Beauty,14,false,mobile,ios,2025-08-13T10:26:38.315Z
user_002221,2021-12-25T01:24:01.727Z,30,O,PH,ar,1328,522,214,7467,3667,358,119,184,Education;Music;Dance,13,true,mobile,ios,2025-08-13T01:57:43.489Z
user_002222,2023-10-02T21:29:05.105Z,34,O,ID,fr,682,923,364,4755,7253,677,267,178,Music;Art;Fitness;Gaming,23,true,desktop,web,2025-08-13T23:06:22.711Z
user_002223,2023-04-21T12:23:30.039Z,38,F,MX,bn,846,523,157,2621,3744,727,191,174,Sports;DIY,14,false,mobile,web,2025-08-13T07:56:47.912Z
user_002224,2021-11-09T22:47:59.333Z,31,M,TR,ru,1373,716,457,8044,8192,1015,259,205,News;Gaming;Fashion,9,true,desktop,web,2025-08-11T04:17:26.535Z
user_002225,2023-08-03T10:31:50.908Z,39,F,TH,pl,742,37,70,6852,6993,1388,280,261,Fashion;Technology;Pets;Gaming,20,false,desktop,android,2025-08-08T17:30:35.860Z
user_002226,2025-04-09T02:33:20.142Z,25,F,MX,pt,127,1036,233,5996,5797,769,242,340,Sports;Dance;Travel;News,14,false,mobile,android,2025-08-08T23:25:27.283Z
user_002227,2022-04-05T00:43:05.255Z,17,M,TR,fr,1227,672,146,9143,6762,444,171,376,Comedy;Education;Art,23,false,desktop,android,2025-08-11T06:56:24.765Z
user_002228,2025-07-30T15:08:18.009Z,40,M,IR,it,15,270,218,6278,6720,574,152,237,DIY;Travel,7,false,mobile,ios,2025-08-09T03:14:48.121Z
user_002229,2025-03-31T14:37:47.428Z,44,O,KR,fr,136,1876,17,10531,7279,412,331,201,Gaming;Dance;Kids,12,false,desktop,web,2025-08-07T23:17:37.318Z
user_002230,2022-11-22T22:28:44.924Z,18,O,VN,hi,995,1041,21,8438,5706,477,70,223,Science;Pets,9,false,mobile,web,2025-08-09T16:20:20.478Z
user_002231,2022-05-23T18:02:39.928Z,45,F,TR,id,1179,704,19,10252,5673,333,165,351,Dance;Food;Travel;Art,24,false,mobile,web,2025-08-13T22:20:07.900Z
user_002232,2024-09-30T08:36:49.633Z,21,M,IN,zh,318,1982,316,14238,1097,146,13,35,Comedy;Pets;Dance,20,true,desktop,web,2025-08-11T09:43:26.432Z
user_002233,2021-11-22T06:31:48.425Z,45,F,GB,ru,1361,467,498,15018,6851,563,382,605,Comedy;Pets,24,false,tablet,ios,2025-08-12T21:48:23.897Z
user_002234,2023-05-12T10:45:33.392Z,24,F,KR,fr,825,606,476,5053,6658,347,208,637,Comedy;Gaming;Pets;Motivation;Food,8,true,tablet,web,2025-08-12T02:44:29.669Z
user_002235,2022-05-23T22:51:19.399Z,25,F,IN,ar,1178,731,330,13033,4450,565,142,230,Fitness;Gaming;Pets;Dance;DIY,18,false,mobile,web,2025-08-11T09:49:07.434Z
user_002236,2024-12-18T23:35:41.432Z,36,O,TH,nl,238,1114,86,12585,2238,380,49,169,Comedy;Beauty;Travel,14,false,desktop,web,2025-08-10T01:51:10.910Z
user_002237,2021-10-20T09:47:33.772Z,26,M,VN,es,1394,595,246,4479,8121,555,233,191,Fashion;Kids;Art;Lifestyle,5,false,desktop,web,2025-08-14T18:33:37.042Z
user_002238,2021-05-02T14:21:18.013Z,18,O,GB,de,1565,1406,138,8806,2475,245,59,158,Science;News;Gaming;Food;Lifestyle,14,true,desktop,android,2025-08-09T10:16:16.297Z
user_002239,2021-11-22T04:04:05.106Z,41,O,IR,bn,1361,1176,202,9802,6195,583,139,598,DIY;News;Fitness,22,true,mobile,ios,2025-08-09T15:33:15.009Z
user_002240,2023-08-08T00:23:49.532Z,47,M,KR,en,737,248,495,8889,2576,432,41,103,Education;DIY;Technology;Art,10,false,desktop,android,2025-08-08T00:43:12.101Z
user_002241,2021-05-10T06:25:56.080Z,50,F,VN,sv,1557,437,159,10013,1966,354,20,132,Pets;News,12,true,tablet,web,2025-08-10T20:25:11.893Z
user_002242,2024-10-12T01:41:07.631Z,48,F,IR,fr,306,363,38,3867,2585,409,120,63,Food;Sports;News;Comedy,20,false,tablet,android,2025-08-09T06:37:50.754Z
user_002243,2021-10-02T00:22:35.333Z,16,O,FR,ko,1412,1066,323,15820,5740,574,263,459,Comedy;Pets;Science;Technology,7,false,desktop,web,2025-08-14T11:44:58.622Z
user_002244,2022-09-20T19:34:20.741Z,50,O,IR,ar,1059,60,473,5203,4995,890,117,115,Motivation;News;Sports;Art;Comedy,17,false,tablet,android,2025-08-13T17:13:19.288Z
user_002245,2020-10-25T09:50:43.817Z,45,O,PK,en,1754,2433,104,7096,2660,201,45,92,Gaming;Sports;Dance,20,false,tablet,web,2025-08-13T05:47:55.069Z
user_002246,2021-10-27T05:12:35.775Z,35,O,BR,ko,1387,361,145,7682,7901,1213,256,637,Music;Technology;Motivation,21,false,mobile,ios,2025-08-09T14:27:41.686Z
user_002247,2020-09-17T21:59:45.681Z,34,F,PK,pt,1792,1089,310,6135,4190,647,247,382,News;Dance;Travel,5,false,mobile,web,2025-08-11T16:09:13.022Z
user_002248,2023-06-28T04:12:48.283Z,40,M,NG,ar,778,739,455,9745,5746,615,146,178,News;Sports,21,false,desktop,ios,2025-08-11T10:12:11.795Z
user_002249,2022-01-05T15:36:48.504Z,39,F,JP,pt,1317,2612,505,9105,5662,698,334,537,Beauty;Pets;Sports,14,false,mobile,web,2025-08-11T07:57:00.419Z
user_002250,2021-06-19T07:48:10.815Z,42,O,ZA,en,1517,686,64,15424,4366,240,239,106,Art;Food;Technology;Gaming,18,false,desktop,web,2025-08-09T07:08:48.070Z
user_002251,2024-09-13T00:30:37.467Z,27,O,BD,it,335,787,387,7431,963,77,43,30,Dance;Music;Food,10,false,tablet,android,2025-08-11T03:20:25.764Z
user_002252,2024-12-11T06:46:51.975Z,38,M,GB,pt,246,806,489,15154,2477,300,98,147,Comedy;Dance;Music,22,true,desktop,web,2025-08-12T14:09:00.843Z
user_002253,2021-12-02T06:03:08.570Z,43,M,JP,en,1351,255,153,15699,579,49,34,44,Sports;Gaming;Lifestyle,13,false,desktop,ios,2025-08-11T04:00:17.842Z
user_002254,2022-08-26T19:11:15.830Z,36,F,US,sv,1084,1025,110,8799,4402,221,45,117,News;Fashion;Comedy;Science;Lifestyle,8,false,mobile,web,2025-08-14T13:08:38.679Z
user_002255,2020-10-07T13:39:22.652Z,36,F,VN,pl,1772,869,329,14118,5216,889,219,459,Technology;Art;Comedy,10,false,tablet,ios,2025-08-14T08:10:26.878Z
user_002256,2023-07-27T15:44:04.233Z,19,O,DE,hi,749,1377,385,8515,4894,413,141,342,Comedy;Dance;News;Beauty,18,false,tablet,ios,2025-08-10T23:31:23.758Z
user_002257,2022-12-05T02:37:50.760Z,37,M,MX,ru,983,685,304,14687,6638,563,248,390,Travel;DIY;Education,10,false,tablet,web,2025-08-10T19:18:37.691Z
user_002258,2024-11-20T19:14:11.618Z,39,O,FR,es,267,493,145,2998,5399,927,217,132,Food;Gaming,17,false,mobile,web,2025-08-10T21:16:57.685Z
user_002259,2025-04-03T05:29:02.630Z,25,O,PH,pt,133,209,52,10141,6080,731,251,386,Lifestyle;Food;Comedy;Education;Kids,19,false,tablet,web,2025-08-10T20:38:42.549Z
user_002260,2024-03-18T21:32:07.426Z,32,M,MX,it,514,434,464,2934,7143,1350,105,269,Pets;Dance;Beauty;News,9,false,mobile,ios,2025-08-14T15:01:48.491Z
user_002261,2023-07-11T10:24:43.493Z,31,M,IN,zh,765,1062,149,4909,1644,260,69,98,Fitness;Gaming,7,true,desktop,ios,2025-08-14T14:51:09.941Z
user_002262,2023-01-24T12:51:40.265Z,18,F,US,ja,933,528,65,13548,4348,739,166,103,Fashion;Gaming;Sports,6,false,mobile,ios,2025-08-13T06:21:37.301Z
user_002263,2024-09-15T15:15:05.622Z,46,O,ID,pl,333,493,186,3133,4335,823,114,158,Pets;Gaming,14,false,mobile,web,2025-08-08T07:35:12.056Z
user_002264,2023-10-30T02:07:58.694Z,34,O,KR,vi,654,548,327,3300,2447,328,94,96,News;Art;Sports;Fashion,18,false,mobile,android,2025-08-11T06:03:13.793Z
user_002265,2025-06-06T06:07:57.876Z,20,F,TH,de,69,725,363,15531,5340,524,303,220,Pets;Motivation;Gaming;Lifestyle;Kids,11,false,desktop,ios,2025-08-09T08:46:13.732Z
user_002266,2023-11-15T06:42:11.067Z,22,O,VN,pl,638,2180,211,13709,8041,1551,222,684,Music;Fashion;DIY;Sports;Technology,6,false,tablet,web,2025-08-10T22:51:23.340Z
user_002267,2025-03-31T09:03:50.270Z,26,F,ID,tr,136,441,88,15958,2195,230,38,103,DIY;Comedy;News,23,true,tablet,android,2025-08-10T05:50:15.863Z
user_002268,2023-12-11T06:15:12.385Z,36,F,DE,ja,612,858,190,13880,588,83,23,47,Education;Fashion,6,false,desktop,ios,2025-08-12T00:51:23.146Z
user_002269,2021-05-03T01:18:17.089Z,28,M,NG,it,1564,2400,50,9849,2730,517,74,206,Art;Fashion;Technology;Travel,9,false,tablet,web,2025-08-09T07:37:15.793Z
user_002270,2021-04-19T13:17:03.660Z,27,F,MX,tr,1578,963,239,15909,6827,458,291,439,Art;Sports,7,false,tablet,web,2025-08-13T06:42:54.679Z
user_002271,2021-04-08T22:28:00.554Z,22,M,PK,id,1588,884,323,2774,3735,568,206,373,News;Fashion;Gaming,8,false,tablet,web,2025-08-10T19:05:00.794Z
user_002272,2025-07-10T02:42:08.240Z,47,F,NG,fr,35,917,147,15517,1939,168,34,42,Fashion;Beauty;Technology;Education,15,false,mobile,android,2025-08-14T18:12:54.805Z
user_002273,2021-01-25T23:52:47.848Z,27,M,KR,es,1661,526,241,12648,4721,802,182,411,Comedy;Lifestyle;Dance,19,false,desktop,web,2025-08-14T02:46:38.967Z
user_002274,2023-04-02T01:45:36.495Z,39,M,GB,fr,865,278,150,6346,5484,574,96,318,Sports;Music;Education;Travel,24,false,tablet,android,2025-08-13T06:34:47.610Z
user_002275,2021-05-17T21:17:01.705Z,49,O,IN,tr,1550,2734,407,10590,1594,220,59,41,DIY;Motivation;Comedy;Sports;Pets,22,false,desktop,web,2025-08-14T11:26:34.961Z
user_002276,2022-04-25T19:01:35.228Z,20,O,FR,it,1207,1565,100,12385,5209,603,118,420,Dance;Fitness;Sports;Science;Gaming,14,false,mobile,ios,2025-08-12T17:43:03.783Z
user_002277,2021-08-15T22:19:57.675Z,34,O,IR,zh,1459,86,390,13975,2032,331,92,91,Fitness;Sports;Fashion;Technology,23,false,mobile,ios,2025-08-13T15:56:56.598Z
user_002278,2023-07-15T01:52:38.625Z,36,F,PK,tr,761,563,227,13721,2065,192,94,113,Lifestyle;Kids;Music;Art;Sports,10,false,mobile,android,2025-08-09T13:41:28.225Z
user_002279,2020-12-22T16:59:23.816Z,35,M,US,en,1696,290,395,13177,2814,249,143,201,Dance;Motivation;Fitness;Comedy;Pets,22,true,mobile,ios,2025-08-11T20:25:01.541Z
user_002280,2025-01-10T01:22:54.586Z,31,O,NG,ko,216,758,475,15520,3547,213,208,323,Travel;Motivation;Music;Pets,23,true,mobile,ios,2025-08-08T16:12:00.572Z
user_002281,2021-07-06T03:30:30.931Z,26,M,MX,vi,1500,662,73,6881,1852,233,38,73,Art;DIY;Gaming;Comedy,11,false,mobile,web,2025-08-08T12:24:34.334Z
user_002282,2023-08-01T02:13:55.638Z,17,O,PK,es,744,972,427,6036,7816,1263,430,171,Fitness;Art;Technology;Motivation,14,false,desktop,android,2025-08-08T21:32:49.830Z
user_002283,2025-03-23T07:03:36.866Z,31,M,ZA,en,144,2919,427,5481,8059,1467,391,242,News;Science;Gaming;Fashion;Technology,18,false,tablet,web,2025-08-13T13:31:10.637Z
user_002284,2024-11-22T16:06:30.647Z,33,F,TH,pl,265,588,387,3305,3018,171,109,242,News;Sports;Fitness;Comedy;Motivation,20,false,mobile,android,2025-08-14T06:17:49.344Z
user_002285,2024-06-01T09:11:41.023Z,29,F,NG,pt,439,625,275,2029,4603,455,53,235,Comedy;Dance,9,false,mobile,ios,2025-08-11T14:48:09.205Z
user_002286,2024-08-22T07:43:10.644Z,43,O,ZA,sv,357,905,430,1889,3787,664,183,110,Motivation;News;Technology;Science,9,false,mobile,android,2025-08-10T15:04:15.237Z
user_002287,2023-04-07T11:25:01.013Z,20,O,DE,de,860,1455,470,13648,1399,235,76,90,Comedy;Sports;Lifestyle,8,false,mobile,web,2025-08-14T17:05:12.692Z
user_002288,2021-06-23T18:05:52.895Z,43,O,ID,vi,1513,1360,23,8174,2601,466,122,138,Fashion;Gaming,8,false,mobile,web,2025-08-08T01:18:30.273Z
user_002289,2022-11-22T05:25:06.721Z,50,M,GB,en,996,491,392,11353,1757,134,53,166,Education;News,7,false,desktop,ios,2025-08-12T12:10:55.325Z
user_002290,2020-12-27T01:18:40.745Z,18,M,DE,hi,1691,1339,438,9034,5008,750,71,202,Music;Comedy;Beauty,24,false,tablet,ios,2025-08-10T04:15:03.199Z
user_002291,2024-08-15T03:41:23.096Z,32,O,PH,ru,364,1913,294,8571,6863,616,295,354,Comedy;News,9,false,tablet,ios,2025-08-09T03:34:30.846Z
user_002292,2024-12-03T23:36:14.239Z,44,F,PK,hi,253,456,139,1909,1872,308,89,182,Lifestyle;Dance;Comedy;Technology;Motivation,23,true,tablet,ios,2025-08-11T18:06:56.884Z
user_002293,2022-06-07T11:37:56.553Z,47,O,PK,ko,1164,508,17,6764,2181,138,35,52,Technology;Dance,6,false,tablet,ios,2025-08-09T20:07:49.267Z
user_002294,2024-06-17T20:26:29.021Z,41,O,KR,zh,423,752,404,10853,6676,848,352,160,Comedy;Technology;Pets;Motivation;Beauty,15,true,tablet,ios,2025-08-09T10:06:44.723Z
user_002295,2021-12-24T06:44:32.819Z,26,F,GB,ar,1329,1973,312,15960,3631,532,121,184,Education;Beauty;Pets;Art;Food,16,false,mobile,web,2025-08-08T09:05:50.737Z
user_002296,2023-09-15T17:58:02.890Z,27,F,BR,ja,699,847,398,10263,6404,712,103,163,Comedy;Pets;Art;Motivation;Travel,21,false,desktop,web,2025-08-10T12:05:34.946Z
user_002297,2025-02-24T20:24:08.393Z,50,M,KR,de,171,961,86,14301,8428,1670,411,304,Education;Dance,16,false,mobile,web,2025-08-14T00:37:28.928Z
user_002298,2024-02-28T09:14:33.828Z,38,O,GB,de,533,243,85,3177,7125,1239,421,581,Gaming;Science,19,false,mobile,android,2025-08-09T07:27:49.142Z
user_002299,2025-05-03T09:53:56.899Z,24,M,NG,pt,103,958,406,4236,6517,1269,75,408,Art;Sports;Comedy,23,true,desktop,ios,2025-08-14T15:24:03.241Z
user_002300,2023-10-09T13:57:44.675Z,30,O,IT,fr,675,907,327,2475,7555,1097,297,433,DIY;Comedy;Motivation;Dance;Sports,10,false,tablet,android,2025-08-12T01:36:39.377Z
user_002301,2023-05-06T20:55:58.293Z,25,F,FR,en,831,247,158,7675,557,103,16,34,Fashion;DIY;Art,21,false,tablet,android,2025-08-09T16:22:43.660Z
user_002302,2024-05-10T22:35:55.150Z,19,O,VN,pl,460,955,260,15688,7026,1210,378,445,Education;Kids,17,true,desktop,android,2025-08-12T16:56:09.897Z
user_002303,2021-10-06T04:42:44.836Z,39,O,VN,nl,1408,986,88,6052,6303,839,224,579,Technology;Dance,14,false,mobile,android,2025-08-11T14:05:01.387Z
user_002304,2022-03-09T10:41:34.738Z,24,M,TR,fr,1254,493,339,4907,2640,310,87,55,Art;Dance;Pets,7,false,tablet,android,2025-08-07T23:00:01.452Z
user_002305,2021-01-24T20:54:11.099Z,42,O,TR,th,1663,401,180,8818,6620,363,72,503,Science;Pets;Comedy;Dance,18,false,mobile,web,2025-08-09T01:16:45.107Z
user_002306,2022-08-26T20:22:00.653Z,40,O,BD,tr,1084,783,323,6593,1997,360,43,197,Comedy;Fitness;Motivation;Lifestyle;Beauty,12,true,mobile,ios,2025-08-13T14:05:10.150Z
user_002307,2023-06-17T15:51:33.966Z,19,F,IN,fr,789,760,102,8770,1560,285,50,48,Gaming;Fashion;Music;Kids;Lifestyle,13,false,tablet,web,2025-08-10T21:19:50.172Z
user_002308,2025-06-10T16:37:43.418Z,48,O,IN,de,65,864,30,4110,3885,294,144,151,Comedy;Fitness;Science,22,false,desktop,ios,2025-08-09T10:08:26.185Z
user_002309,2021-11-28T10:25:14.605Z,31,F,KR,ko,1355,370,222,6100,3911,760,110,292,Kids;Motivation;Food;Lifestyle,9,false,mobile,ios,2025-08-10T00:15:24.916Z
user_002310,2021-03-31T08:27:15.754Z,20,M,NG,ar,1597,623,33,3350,1830,204,20,77,Gaming;Travel,17,true,desktop,android,2025-08-13T12:42:13.579Z
user_002311,2024-09-16T11:01:53.517Z,27,F,PK,sv,332,437,322,7849,5683,658,192,560,Education;DIY;News;Pets,16,false,mobile,web,2025-08-08T03:10:19.964Z
user_002312,2022-06-05T16:14:42.287Z,18,M,US,pt,1166,208,411,9685,7879,845,361,415,Sports;Fashion;Dance;Motivation;Art,18,false,desktop,ios,2025-08-12T13:26:19.520Z
user_002313,2021-08-21T14:38:17.531Z,47,O,NG,ko,1454,883,301,7785,5067,679,134,154,Beauty;Lifestyle;Pets,18,false,tablet,web,2025-08-12T16:02:16.499Z
user_002314,2025-03-28T16:55:50.168Z,37,O,IT,ru,139,147,417,2286,5462,906,80,521,Comedy;Education;Kids;Food;Dance,11,false,tablet,web,2025-08-08T18:12:08.410Z
user_002315,2025-02-13T18:59:25.933Z,45,O,KR,tr,182,916,402,3692,5352,675,133,119,Gaming;Food;Comedy;Fashion,16,true,desktop,web,2025-08-14T15:23:22.602Z
user_002316,2023-07-11T01:47:52.947Z,42,O,NG,pl,765,759,219,5008,7489,1263,91,568,Comedy;Lifestyle,5,false,tablet,ios,2025-08-13T19:57:08.110Z
user_002317,2022-12-06T14:46:52.450Z,41,O,BR,bn,982,925,478,2420,3356,581,41,114,Fitness;Music,15,true,tablet,android,2025-08-12T06:50:49.904Z
user_002318,2021-09-13T13:32:20.646Z,27,M,IN,de,1431,1278,92,14751,6186,781,336,545,Sports;Travel,16,false,desktop,ios,2025-08-08T00:48:07.752Z
user_002319,2021-06-01T15:01:10.380Z,31,M,TH,sv,1535,249,240,9121,7660,1198,408,749,Comedy;Dance;Travel;News,10,false,desktop,ios,2025-08-11T22:44:48.715Z
user_002320,2021-01-25T20:24:23.622Z,30,M,IN,ar,1662,65,91,5594,5096,821,152,308,Art;Science;Fashion;Education;Travel,15,false,mobile,android,2025-08-11T20:18:12.915Z
user_002321,2025-06-10T08:25:11.471Z,41,F,IT,id,65,495,117,4944,1165,164,42,72,Education;Kids;Comedy;Science,24,false,tablet,ios,2025-08-11T12:54:58.983Z
user_002322,2023-10-06T12:37:12.555Z,26,F,BR,bn,678,978,289,1041,6775,1114,276,415,Comedy;DIY,8,false,desktop,android,2025-08-13T04:31:28.787Z
user_002323,2025-04-13T18:59:07.491Z,50,O,IR,id,123,154,480,12112,5622,402,136,349,Beauty;Science,18,false,desktop,ios,2025-08-11T10:54:15.158Z
user_002324,2021-04-17T18:58:57.981Z,29,M,NG,th,1580,158,484,7416,1944,161,50,61,Comedy;Dance;Fitness;Fashion;Education,8,false,tablet,android,2025-08-13T15:20:00.235Z
user_002325,2021-02-05T07:02:06.734Z,48,O,VN,tr,1651,1951,345,8038,4841,291,176,280,Travel;Kids,11,false,desktop,web,2025-08-11T04:11:08.608Z
user_002326,2024-06-20T12:31:44.552Z,22,O,US,ru,420,946,472,6922,8353,1503,180,683,Gaming;DIY,22,false,desktop,ios,2025-08-14T08:01:17.312Z
user_002327,2023-10-28T03:58:33.114Z,21,F,ZA,tr,656,602,430,8609,2707,235,85,114,Kids;Art;Music,14,false,tablet,web,2025-08-12T12:13:20.512Z
user_002328,2025-08-12T16:28:35.235Z,18,F,IN,ru,2,970,376,3327,5020,601,263,179,News;Pets;Comedy;Fashion;Motivation,7,false,tablet,android,2025-08-11T20:10:56.958Z
